Price,Open,High,Low,Close,Volume,Adj_Close,return,sma_10,sma_20,ema_12,ema_26,rsi_14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,vol_10,vol_20,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,vol_avg_10,vol_ratio_1,price_sma20_ratio
2023-11-20,756.5,756.5,750.7750244140625,752.5999755859375,19331452.0,732.559326171875,6.640861462203773e-05,728.1938110351563,725.5705688476562,728.6359692686625,728.9596545291757,66.19292418889229,-0.3236852605132299,-1.9859006486829704,1.6622153881697406,740.0785613096705,711.0625763856419,0.004935190629041776,0.007640448701692564,-0.002154668892700551,0.002625569424953955,0.010478219989719983,-0.001810222827507646,0.003937663911053324,26967658.8,0.7168383486074067,1.0096320849043101
2023-11-21,759.5,761.0,756.0499877929688,758.9749755859375,24959972.0,738.7645874023438,0.008470660339409575,729.3350830078125,725.4525482177735,730.1942182123057,729.6859458531142,70.2380529866031,0.508272359191551,-1.4870660471080663,1.9953384062996173,739.4574495014537,711.4476469340933,0.0051073621203030686,0.0077982944443006665,6.640861462203773e-05,-0.002154668892700551,0.002625569424953955,0.010478219989719983,-0.001810222827507646,26904283.0,0.9277322870860376,1.0183499792181525
2023-11-22,760.0,760.0,751.7750244140625,756.2750244140625,29123650.0,736.1365966796875,-0.003557277605707676,730.56640625,725.6107238769531,731.1084302842105,730.1637718402677,66.60334734306517,0.9446584439427852,-1.000721148897896,1.9453795928406812,740.0383438412887,711.1831039126175,0.004940276989090471,0.0074207913754073315,0.008470660339409575,6.640861462203773e-05,-0.002154668892700551,0.002625569424953955,0.010478219989719983,25621363.2,1.1366940069761784,1.0145062255219712
2023-11-23,754.25,761.9249877929688,754.25,760.6500244140625,13046220.0,740.3950805664062,0.005784909901133117,732.0142944335937,726.2142150878906,732.5371457122405,730.9216465607224,69.3694450095952,1.6154991515181791,-0.477477088814681,2.09297624033286,742.0599617731956,710.3684684025856,0.005100016878734389,0.007349680570707459,-0.003557277605707676,0.008470660339409575,6.640861462203773e-05,-0.002154668892700551,0.002625569424953955,23786030.6,0.5484824357368816,1.0195271108481123
2023-11-24,760.5999755859375,766.5750122070312,759.9249877929688,766.0499877929688,16469192.0,745.6512451171875,0.0070991348926308095,734.274951171875,727.8859832763671,734.5546994668478,732.0127279352753,72.40723924678416,2.5419715315724716,0.12641263526274954,2.415558896309722,744.5474113405634,711.2245552121709,0.00486088936673606,0.005105620423581116,0.005784909901133117,-0.003557277605707676,0.008470660339409575,6.640861462203773e-05,-0.002154668892700551,23221275.8,0.7092285601293276,1.024406654679392
2023-11-28,767.5999755859375,768.625,762.9000244140625,764.3250122070312,28489338.0,743.9721069335938,-0.0022519082407350677,736.0829833984375,729.333871459961,736.0035313848086,732.8986078610767,70.01823556468193,3.104923523731941,0.7221148129565879,2.382808710775353,746.3154204762341,712.3523224436879,0.005128250590597337,0.005188774050746281,0.0070991348926308095,0.005784909901133117,-0.003557277605707676,0.008470660339409575,6.640861462203773e-05,24668691.0,1.1548783841023424,1.0200706919634903
2023-11-29,766.9500122070312,781.5,766.5,779.5750122070312,34042488.0,758.8161010742188,0.019952353055018524,739.5068176269531,731.1358245849609,739.5131574908717,734.8184221731613,77.18476383531153,4.6947353177104105,1.5166389139073524,3.178096403803058,752.3169526671142,709.9546965028077,0.007275688267445748,0.006288073886419904,-0.0022519082407350677,0.0070991348926308095,0.005784909901133117,-0.003557277605707676,0.008470660339409575,26012348.4,1.3087049072432078,1.037859280803171
2023-11-30,784.5750122070312,786.2249755859375,771.0750122070312,779.4000244140625,69491440.0,758.645751953125,-0.00022449328744156283,742.1543884277344,733.1385375976563,742.4566335619876,736.5834095642697,76.95742378037279,5.873223997717901,2.387955930669462,3.4852680670484384,756.7594895615545,709.5175856337581,0.00710857989984951,0.006021442812975322,0.019952353055018524,-0.0022519082407350677,0.0070991348926308095,0.005784909901133117,-0.003557277605707676,28836946.4,2.409805776106724,1.034791806795501
2023-12-01,778.9500122070312,782.875,776.0499877929688,777.7000122070312,22153536.0,756.9910278320312,-0.002181155192438222,744.4442504882812,735.1071868896485,744.6926942189175,738.0950849915113,74.65711588015256,6.597609227406224,3.2298865900168146,3.3677226373894094,759.8194400674084,710.3949337118885,0.007339141336808638,0.006053721207221324,-0.00022449328744156283,0.019952353055018524,-0.0022519082407350677,0.0070991348926308095,0.005784909901133117,28080916.2,0.7889178487701908,1.0297695918794467
2023-12-04,794.0,806.0,786.8250122070312,804.7000122070312,50662456.0,783.2720336914062,0.03471772437599685,749.5203857421875,738.3351287841797,750.627977214685,741.4415256359479,83.23055682492334,9.186451578737092,4.421199587760871,4.765251990976221,769.9362638985481,706.7339936698113,0.01211449701665673,0.009362681850100625,-0.002181155192438222,-0.00022449328744156283,0.019952353055018524,-0.0022519082407350677,0.0070991348926308095,30776974.4,1.6461155453929222,1.0608624771520265
